objectid,year,agency,unit_id,fire_name,local_incident_number,alarm_date,containment_date,cause,collection_method,management_objective,gis_calculated_acres,irwin_id,shape_area,shape_length,days_to_contain
179,2023,CDF,FKU,PISTOL,00010478,,,9,1,1,127.146,{A2BC4EB3-CE42-4218-ABCC-F48A6FA9F87F},806019.46875,4915.52610949242,
180,2023,CDF,FKU,WINCHELL,00014864,,,14,1,1,16.7198,{2CD5E590-257A-4BC3-9309-3F938CA1946E},106055.9609375,1484.09619913576,
181,2023,CDF,FKU,JUNIPER,00014475,,,10,1,1,11.1383,{9CA2E30E-0F22-41EC-84CB-8973C5D15F35},66810.0,1221.56231171251,
182,2023,CDF,FKU,POWER,00018518,,,9,1,1,60.4371,{909E5087-D942-42B8-AF65-A9C2CA95009F},377722.9765625,2728.96709125385,
183,2023,CDF,FKU,LONG,00015037,,,15,1,1,27.6025,{473BACE6-EAE0-46C4-8111-473BB5133BC6},171684.02734375,2019.18265395744,
184,2023,LRA,LAC,VICTOR,00248830,,,4,7,1,57.49,{7A6D6F37-3738-418C-96F3-632C7BB252EB},343984.6484375,3500.44681430332,
185,2023,FWS,TNR,SAGE,00003113,,,14,7,1,39.687,{0FBD52D5-A358-4559-B0EF-3655E970CF50},227598.1171875,3033.23839082546,
186,2023,FWS,FWR,WHIPPLE,00006336,,,4,4,1,26.82465,{170AF22B-CBEC-44CD-81FC-91E455F99161},172802.55859375,3060.63225261943,
187,2023,FWS,SRR,RIVER,00000552,,,9,1,1,3.312726,{068F2B03-88E1-42EF-9F89-F3CAADA67C27},22628.234375,819.961509546538,
188,2023,FWS,KRR,CORCORAN,00000730,,,10,4,1,2.545945,{353B68E5-0EF4-4BBC-B2D2-53939B3ED4A4},15670.00390625,2808.00099407135,
189,2023,USF,BDF,NOB,00006515,,,14,5,1,226.9751,{BA8BE5C8-6DBE-4E03-97BE-15C258A8CB8B},1348920.48046875,5930.42818836032,
190,2023,USF,LPF,RINCONADA,00002238,,,14,3,1,96.37685,{8096C968-5F75-461B-8FF2-1DF60D0128CB},583837.12890625,4259.82355543257,
191,2023,USF,LPF,GIFFORD,00001190,,,14,3,1,48.99358,{C8B3654A-9148-4A10-B869-FA22D0FA1CC6},296880.8359375,2127.61087413387,
192,2023,USF,SHF,CARAWAY,00001104,,,1,6,1,11.8399,{D2B857BE-1989-44E2-A609-7A90D148D7C2},84188.1640625,1504.035864404,
193,2023,USF,STF,BONE,00000896,,,14,5,1,1180.618,{475B8E60-76A9-485C-BAAC-702AB4028730},7716500.45703125,20201.0479820502,
194,2023,USF,LPF,TECUYA,00002100,,,14,7,1,76.19935,{230EE29A-1D94-4F2F-879C-DB9F823D1A11},458969.375,5270.88527219459,
195,2023,USF,ANF,VISTA,00002138,,,14,6,1,25.90652,{293FE076-5F55-4C25-A5C8-A09FEF0E4442},155243.765625,1782.72358961969,
196,2023,USF,STF,PEAK,00001971,,,14,6,1,836.8499,{3284A781-DB05-4C68-BC34-863573CAAF5A},5496972.05859375,16129.7951331611,
197,2023,USF,SQF,RABBIT,00002146,,,14,2,1,2857.988,{688F9DFA-1A20-4810-87DC-7C5B635522C0},18038140.1992188,34420.2469633329,
198,2023,USF,MDF,SPRING,00000733,,,14,7,1,12.34517,{9A4C5AD7-0916-48A9-BC32-A90659A54AB7},88649.9609375,1544.82548986724,
199,2023,USF,MDF,RIM,00000938,,,14,7,1,20.04021,{D3B505B2-EADA-4DA4-A105-0AC2E0E3346A},146670.1484375,2260.13845410547,
200,2023,USF,SHF,SULPHER,00000992,,,14,7,1,31.21948,{8A55EFEB-6768-48D9-97C9-2D240AA3784B},218677.4453125,2238.91909568431,
201,2023,USF,STF,QUARRY,00001921,,,14,7,1,8645.426,{BCB807DC-5A09-47F2-8C05-F386A6AC803A},56558852.2226563,73681.7582569979,
202,2023,USF,ANF,DRY,00002149,,,14,6,1,16.75898,{5C1986CE-1EA9-4FB2-95C7-BAD90045F4B3},100156.140625,1554.75127540151,
203,2023,USF,SNF,COTTON,00000773,,,9,6,1,23.56014,{00C15CFF-17F0-4763-8615-9C1CEDDD23A8},149300.57421875,2063.39348645057,
204,2023,USF,SHF,DEEP,00000973,,,14,7,1,4198.194,{A6ABF2C6-4C3E-4949-AD08-4080ACCC1DAE},29782851.640625,55373.5992942208,
205,2023,NPS,MNP,YORK,00010701,,,14,7,1,93077.87,{B9E0F397-DE63-4B90-B5DA-9D04A7D2381B},566824238.953125,264117.491457845,
206,2023,NPS,RWP,LOST,00000959,,,1,7,1,739.8182,{7625C990-74F8-4D67-AE6A-604064972AA9},5311222.49609375,17079.0374242712,
207,2023,NPS,RWP,BRIDGE RIDGE,00001054,,,1,8,1,16.54212,{B93AB3D2-FB9E-4FCB-8BA0-8DE44F98BD7A},118120.8828125,1585.72054754258,
208,2023,NPS,RWP,DEVIL,00000948,,,1,1,1,12.40059,{D5F4732D-9932-4F5C-B894-D4485428512C},88464.69140625,1468.33548018449,
209,2023,NPS,YNP,PIKA,00000050,,,1,3,2,841.0,{7FE57EDC-93C7-47C1-BAE2-F902D1954569},5451324.8984375,16477.8443716639,
210,2023,NPS,KNP,REDWOOD,00000061,,,1,7,2,2248.449,{405281C7-2B67-43C1-8F7A-F907AE53D92E},14117352.7851563,18191.6801292845,
211,2023,NPS,KNP,SYCAMORE,00000114,,,2,1,1,23.93,{E91F7941-1001-4DB5-976E-B3DFD3570D53},150164.6484375,1628.45483373525,
212,2023,CDF,MMU,PANOCHE,00003292,,,9,1,1,67.26041,{65C3D0C8-EDED-42AB-A439-7AAA07BD7122},424802.3203125,3601.69560048826,
213,2023,CDF,SDU,BORDER 34,00024114,,,14,1,1,23.66831,{4D842D9B-5E0F-4AD7-BD23-7F3A30A68B2D},135338.1171875,2228.00092751809,
214,2023,CDF,SDU,BORDER 42,00028214,,,14,1,1,38.60516,{BB65A206-B238-4FE6-AB9A-C4B556F5CD8F},220667.328125,3493.32359952827,
215,2023,NPS,MNP,VALLEY,00008684,,,1,1,0,28.64047,{1F9CA007-4AC9-4945-807E-661BBCBC7779},174526.15625,4156.4985940205,
216,2023,NPS,JTP,GEOLOGY,00008414,,,10,3,0,1033.308,{D7FDF4ED-E454-4CC5-BAC9-DB6B2046AF8E},6086124.55078125,15544.8390359539,
217,2023,USF,HTF,WOLF CREEK,00030697,,,14,7,1,32.59397,{22FA5E46-DA94-4518-AFBC-D2BADFF66969},216134.73046875,4029.09343014341,
218,2023,USF,HTF,HILL,00030791,,,14,1,1,52.93411,{092404B3-A183-4F56-8F2E-FEEA277F1A57},360449.86328125,4196.46451890096,
219,2023,USF,MDF,JANES,00000177,,,14,8,1,8.502274,{01A66681-7C1C-42A1-9A5E-3FE4CE6CFEEF},62117.34375,1985.06995489545,
220,2023,USF,MDF,JESS,00000181,,,14,7,1,56.06239,{78002D38-7AB6-4ADC-AB26-9CD5C866F012},401150.5234375,5383.56543388737,
221,2023,USF,SHF,MULE,00000721,,,14,1,1,5.702603,{C9BB9604-2BAC-4B33-A4E9-474F9D83F746},40440.6796875,1171.61566397352,
222,2023,USF,LNF,L-1 BRANCH FISH,00004323,,,14,7,1,8.922971,{FE5BA1F8-A273-48C6-9E79-FCC53989BD56},62661.8828125,1019.67179685544,
223,2023,USF,SQF,STINE,00001101,,,14,1,1,8.326042,{E2F3E0E6-21F9-419C-96C6-D234BE0ABFA3},48661.33203125,1129.03202684381,
224,2023,USF,SRF,MONTE,00000486,,,14,1,1,5.489922,{C210B215-B10C-4A18-9A02-B01D396441A5},39466.578125,1768.08851140458,
225,2023,USF,MNF,SLIDE 1,00000852,,,1,3,1,472.7209,{CC7DCD5D-1296-43C5-AACA-19B10290CC34},3269595.19140625,12733.7185685254,
226,2023,USF,TNF,HIGHWAY,00001295,,,14,6,1,44.80482,{DC87F2B8-F62E-4C63-B487-8CDF251FEDB7},303525.9453125,3664.24111422775,
227,2023,USF,LPF,ROAD,00002628,,,14,6,1,12.56114,{C309A76F-CEBF-4D3E-A3C7-EB26BA768000},76082.484375,3080.89287808271,
228,2023,USF,SRF,CREEK,00001068,,,14,7,1,8.368764,{96239211-13E8-4E5A-B94B-34E174270BBE},59981.734375,1227.26251548234,
229,2023,USF,SRF,PILOT,00000932,,,14,6,1,76.7887,{98C24BDB-7DE2-4F9D-9AA9-2E8511DE2B22},539647.9140625,3204.00611784048,
230,2023,USF,SQF,LANE,00001107,,,14,6,1,23.00138,{EDC648F7-0E5E-49E3-B4EB-839315D81907},140823.328125,2772.24003082215,
231,2023,USF,LPF,AVENALES,00002880,,,14,6,1,259.8927,{8E5F9086-7437-49F1-B060-B2427903BE5E},1579435.296875,8222.41846759924,
232,2023,USF,ANF,AGUA,00232390,,,14,6,1,426.2046,{5B69DB76-D134-4ADB-B9FE-02620D4AF177},2541744.765625,8617.84886226543,
233,2023,USF,SNF,KING,00001561,,,9,6,1,118.5461,{F1C3F7AE-DC06-41D0-A94D-05A521B0385B},757854.10546875,5737.53366638727,
234,2023,USF,SNF,WILDCAT,00000555,,,1,6,1,46.6567,{93E9DC3E-B46F-47BB-932F-C0AAB85AC7D3},295928.0234375,3660.86652070671,
235,2023,USF,INF,COWTRACK,00001075,,,14,1,1,322.9609,{23F8F6DF-D488-45DB-8ED5-1F66336C8D2E},2101383.6796875,6473.23534352879,
236,2023,BLM,CDD,IMVITE,00006194,,,10,7,1,62.93432,{A9697929-F082-4E67-AAEF-939AF82AC609},394267.3203125,6353.72908639242,
237,2023,BLM,CDD,STODDARD,00007568,,,14,6,1,81.68464,{9D4F8C16-812E-429E-AE1A-37DAAC8D6FFD},490680.34765625,6520.46549351246,
238,2023,BLM,CND,GOLF,00000628,,,14,7,1,15.10045,{372C91E6-15E3-4A1A-A8E6-DF09F16C58B8},91857.28515625,1790.43480412345,
239,2023,BLM,CND,HORN,00000663,,,14,7,1,14.80223,{B5A46ADF-BF59-413B-B2A4-F499A5E31EA1},89621.67578125,2073.53921669213,
240,2023,BLM,CND,KERTO,00000661,,,14,4,1,13.71699,{6E88FEB1-8648-4F15-8E5D-1170558E9AB4},83084.6796875,1718.06972524633,
241,2023,BLM,CND,MINERAL,00025722,,,14,1,1,10.07988,{FAD311D3-21D5-42F2-9EB5-4A2FC91CA8A4},60945.984375,1400.0261586346,
242,2023,BLM,CND,GRADE,00028966,,,9,7,1,228.4782,{A3A291D3-F2BD-4CB7-9627-707D95571D01},1381892.4296875,12754.6730565726,
243,2023,BLM,CND,KNOLL,00012092,,,14,4,1,34.17575,{AEC3F585-1B63-4360-A7D7-C93292FBF7ED},224238.46484375,2694.35195186312,
244,2023,BLM,CND,MAJORS,00044347,,,14,6,1,12.74907,"{12C4ADF2-0044-4044-84FB-CA71515665B8
}",77988.3203125,1521.0735375008,
245,2023,BLM,CDD,MEADOW,00142970,,,14,1,1,22.08992,{5109D8AE-0BF7-47A2-8468-138763D36D1C},129652.171875,1774.83132783658,
246,2023,BLM,CDD,BORDER 38,00026801,,,14,6,1,12.77125,{AB3F2487-EBE6-4CDF-901D-40900CCC3216},72986.67578125,2030.13322387512,
247,2023,BLM,CND,MIDWAY,00002389,,,14,1,1,63.70088,{89ABBB93-55C0-4887-AB7F-4CF87AD1DDFF},386476.66796875,4368.27565724749,
248,2023,BLM,CDD,NONAME,00011021,,,14,2,1,1113.898,{DACBB7FE-2E2D-42FF-8D7B-A952F0CCACAF},6862632.82421875,17746.0270813276,
249,2023,BLM,CND,GRANITE,00001220,,,4,8,1,178.1577,{A2E7A96F-D5B0-4E01-9276-D3ECB8CA35D9},1093542.12890625,6911.54494425484,
250,2023,BLM,CND,ARROW,00000543,,,10,1,1,121.1558,{708D3C49-F3D2-49C6-8A28-4974A2F70BE0},737669.10546875,3572.01409834709,
251,2023,BLM,CRD,Winterhaven Drive,00000964,,,14,6,1,62.32319,{2DB01BE9-E733-4B50-8474-4F36B186B825},357554.9921875,2540.43238541355,
252,2023,BLM,CRD,Winterhaven,00000086,,,14,8,1,15.25318,{EF331AAF-C5CE-4A90-A5EF-EF4FA4C783EB},87511.7265625,1408.50473883927,
253,2023,BLM,CRD,Laguna,00000201,,,14,6,1,19.89741,{020C3C0D-5196-453C-A5D9-21A3DDE8CF26},114327.46484375,2617.93953495502,
254,2023,BLM,NOD,R-1 Spencer Basin,00004369,,,1,1,1,27.64029,{AC0EBA52-843F-46C2-BDC2-AE28439FEBFA},192656.57421875,2375.26465718523,
255,2023,BLM,CDD,BREEZE,00010803,,,14,6,1,22.55552,{73CCDDA3-D889-4AFC-B5DF-2264FE4A5C7A},131573.48828125,1749.77071460087,
256,2023,BLM,CDD,TRAM,00014017,,,14,6,1,90.48016,{C8CBFE04-2E67-4362-8200-2D77E94EF3BB},532339.4375,5119.0451004245,
257,2023,CDF,SDU,BUNNIE,00018386,,,14,3,1,183.9228,{423DC669-6B04-432F-A7A7-5854DF3140EF},1060934.36328125,6973.0342525498,
258,2023,CDF,SKU,ASH,00007013,,,1,7,1,14.55784,{F7722B87-92F8-4BF3-A4EA-80292A96A0B3},106294.48828125,1706.83685767779,
259,2023,CDF,SKU,RANCH,00006969,,,1,7,1,792.9697,{7522EB1D-5199-4031-9408-85EAAF4B166E},5681507.4296875,16992.5913282629,
260,2023,CDF,SKU,LONG,00006965,,,1,7,1,29.74612,{31422FA3-5685-4390-A5C1-6C1B92663F1E},212868.7421875,2876.96181775053,
261,2023,CDF,HUU,PILOT,00008047,,,1,2,1,1055.172,{E93486B0-39D5-4B9E-B3D6-5E951D66A141},7430767.44921875,19672.8457196276,
262,2023,CDF,TUU,QUAIL 2,00000586,,,7,3,1,300.792,{30646DF7-6ABE-45DE-B2DD-A47FB185CD3B},1889136.36328125,8767.67954565026,
263,2023,USF,SRF,KELLY,00000939,,,14,7,1,89326.05,{531B9F1B-1B36-4B91-8E63-2AADA4881DEB},653153709.929688,310391.944868089,
264,2023,USF,SRF,3-9,00000972,,,14,7,1,2836.39,{139F46D2-FD28-441A-A53F-E30A5F11454A},19947931.8515625,68191.929473039,
265,2023,USF,KNF,TOWNSEND,00007031,,,1,2,1,81.23029,{7C1A08B8-8DAA-41F4-890E-9037B074B3EB},590216.5859375,4621.79502237563,
266,2023,USF,KNF,SCOTT,00006941,,,1,7,1,1935.952,{E9353CA9-2BDC-4B36-8A3B-CD488DF69E12},14050384.4179688,23549.836633093,
267,2023,USF,KNF,LAKE,00006975,,,1,3,1,200.2064,{67FC0630-A544-4A26-9A35-7F21E6CEC675},1448786.51171875,8863.5386708356,
268,2023,USF,KNF,DEN,00007072,,,1,7,1,294.8512,{85CD824B-2A6F-4693-ADF7-3A9B01878310},2152075.21484375,6968.73287823437,
269,2023,USF,SRF,HANCOCK,00001016,,,1,7,1,1728.136,{71F3BE9B-494A-444D-A8AE-C092A852ED04},12457944.0898438,18526.7159659813,
270,2023,USF,SRF,PEARCH,00000983,,,1,7,1,12152.45,{F40CFFB2-4238-4FED-A04A-5224984C82E5},87295981.7109375,191343.961962366,
271,2023,USF,SRF,LET ER-BUCK,00000984,,,1,3,1,95.91678,{B20E1A0B-FDF4-4C7D-B901-DA502D0E146B},692201.19140625,7400.7851056973,
272,2023,USF,SRF,IRON,00001003,,,1,7,1,20.01698,{5AAC04E8-A47D-4326-8415-843E204B6E24},144629.19921875,1822.03935238628,
273,2023,USF,SRF,PRESCOTT,00000989,,,14,7,1,599.3448,{816563E9-AE8A-41CE-9A6E-21D38AC43D32},4357972.8203125,9443.72086280639,
274,2023,USF,KNF,ELLIOT,00006944,,,1,3,1,13875.25,{A96DE9BC-0095-43DC-B3E4-81489E63841F},100555093.625,92115.6786302958,
275,2023,USF,KNF,TITUS,00006950,,,1,7,1,71.79534,{CEBAD372-D78A-4139-BA47-67F696B5DBD2},519821.1875,10073.967258063,
276,2023,USF,KNF,UFISH,00007029,,,1,3,1,7850.58,{7B4B2AE1-444D-4E86-B4F8-170D81D16D10},57036758.5390625,56259.2960477678,
277,2023,USF,SRF,MARLOW,00000962,,,1,3,1,1997.206,{C6D9B9CB-9C77-4C8E-BA70-1E19114A7108},14446716.515625,40356.3638376565,
278,2023,USF,SRF,HURDY GURDY,00000998,,,14,7,1,2677.779,{224804E2-996A-4EBC-A200-ABD6A13BFF81},19514022.40625,36615.3211235813,
279,2023,USF,SRF,CORRAL,00000946,,,14,7,1,1090.281,{0F0D0088-B58E-4ABE-BB1D-24FA874DD8FB},7980142.2265625,16299.1948251358,
280,2023,USF,SRF,DIAMOND,00000945,,,14,7,1,550.0559,{92EBA8D8-A7B1-4BA0-B3B9-505B46B912DF},4026102.2265625,16071.3653112586,
281,2023,USF,SRF,ISLAND,00000991,,,14,7,1,378.4197,{7CEB1406-3733-4E4C-A38A-220FF2F8D662},2754376.875,14197.4692313369,
282,2023,USF,SRF,LONE PINE,00000931,,,1,3,1,1684.73,{D91D2FCB-C4C4-4015-A7AC-15B5B7071716},11987004.5546875,19642.4491016105,
283,2023,USF,SRF,MOSQUITO,00000954,,,1,7,1,34188.45,{C6CFF715-78DB-4D64-A750-9DB12A048A36},246667727.851563,615710.558280471,
284,2023,USF,KNF,HEAD,00006988,,,1,2,1,6953.805,{22C55899-C613-43FD-9ED3-5830DECD9073},50631460.9257813,90233.5098522921,
285,2022,CDF,BDU,AIRPORT,00002479,,,14,3,1,4140.06,{7AFEDAC3-F210-4FFC-8F27-99560E4BADF6},26508134.5898438,85420.8352154112,
286,2022,CDF,BTU,DENIZ,00009033,,,14,1,1,29.84678,{FE78908D-7B26-4F0F-8B42-C28B36BADA88},202389.0859375,2631.42075276876,
287,2022,CDF,TGU,RANCHO,00006986,,,14,1,1,589.8671,{055F1E57-2DFF-4452-B0AB-71B1E553F1C3},4071594.2890625,13299.5220109713,
288,2022,CDF,CZU,TOWER,00003536,,,7,1,1,28.68488,{9C33551B-A0C4-434A-82A7-B38DFE6385A7},185603.00390625,2034.75455547644,
289,2022,CDF,TGU,BURROWS,00007620,,,18,2,1,309.4793,{43FDB5CA-464E-4066-B928-C68A8F998873},2120494.12890625,7454.12526632518,
290,2022,CDF,BTU,NELSON,00012861,,,14,1,1,5.888545,{C7A2C709-DD32-4538-923D-4BBC5D5AC690},40099.00390625,1114.94567529576,
291,2022,CDF,BTU,NINETY-NINE,00010991,,,14,1,1,65.67123,{00CD2FE2-4CAE-4FB5-855A-7EFFD7CE3471},445400.76171875,4658.83452429227,
292,2022,CDF,BTU,NELSON,00011568,,,14,1,1,371.4677,{23F05A38-F733-4F4D-97D4-3301AD1C7A25},2530611.765625,11361.9184017643,
293,2022,CDF,BTU,PARK,00010157,,,14,1,1,56.33854,{2E0ACA67-9316-4338-BE88-D14BB2591EF9},382113.2890625,3266.07795994264,
294,2022,CDF,BTU,SANDRA,00011574,,,2,1,1,34.40428,{3F35294E-22D8-4875-B9C7-21F1862AD0A2},234031.78515625,2578.06187406832,
295,2022,CDF,BTU,JAN-DAR,00011880,,,14,1,1,30.50697,{363718ED-43EB-4E85-AF8F-A7832AE47BE7},207210.38671875,2297.12396955581,
296,2022,CDF,BTU,RAIL,00008027,,,9,1,1,9.837949,{E0163350-9F8B-4407-B8AC-9EFE59865E0E},66774.43359375,1418.31479870745,
297,2022,CDF,BTU,CANFIELD,00011053,,,14,1,1,9.554518,{BD1E8C14-E23E-4F48-BFDD-722EB4F2BCDE},65135.02734375,1850.4484846813,
298,2022,CDF,SCU,CANYON,00004260,,,9,1,1,16.40938,{ACB526ED-A499-4519-BAF1-22E4D2D4A8D0},105358.90625,2236.60294530803,
299,2022,CDF,BDU,HIGHWAY,00010803,,,7,2,1,28.10259,{371594C6-0CF0-4EF3-B55B-4619F8384412},167094.93359375,3772.20916184072,
300,2022,CDF,SCU,BRUNS,00003682,,,2,1,1,12.17408,{C28AFFE2-F92A-469F-906F-9618A9B62230},79041.0859375,1564.27781392097,
301,2022,CDF,SCU,CANYON,00004545,,,9,2,1,50.373,{A0217D15-2EAC-4ACD-8472-9E3B2861F190},325599.0,2557.14082101876,
302,2022,CDF,SCU,DEER,00005293,,,7,1,1,14.51391,{F43CDA68-B3C7-4491-9DB0-1D69088970E4},94507.5234375,1774.28265616205,
303,2022,CDF,SCU,WILLOW,00003572,,,2,1,1,28.56241,{24D564DE-5F32-42EC-8C66-39CE8AB57327},186536.04296875,2205.78783056346,
304,2022,CDF,SCU,HIGHLAND,00003659,,,9,1,1,91.53281,{429BDC9F-050C-4608-882A-B2F35C8846CE},593837.0390625,3718.12484557159,
305,2022,CDF,SCU,PASS,00003522,,,10,1,1,65.37904,{27FC803D-1530-443B-B2A4-37C22186B39F},423776.01953125,3956.83332698863,
306,2022,CDF,SCU,MIDWAY,00004458,,,10,1,1,13.50571,{8EA836C4-7D98-4345-8F79-BCFAA1DFBCCC},87549.99609375,1587.23025419049,
307,2022,CDF,SCU,TESLA,00004555,,,10,1,1,551.7821,{04824D84-B936-4E75-AF75-4B11BFDD01C3},3567673.48046875,9866.88744520358,
308,2022,CDF,SCU,KIRKER,00004583,,,10,1,1,84.79446,{CFE66F84-82DB-47F6-91F5-FA86E9BDFDC2},553173.5078125,5517.33140719251,
309,2022,CDF,SCU,FLYNN,00005336,,,10,1,1,173.7565,{58E6F580-25D9-419A-86AF-89C40743D60F},1125771.41015625,5923.65008110136,
310,2022,CDF,SCU,PASS,00005603,,,14,1,1,38.44807,{C348236C-8088-41FC-A695-83959E2F5002},249253.96875,3222.69536240286,
311,2022,CDF,SCU,FLYNN,00003430,,,14,1,1,131.9128,{91128009-0C27-4921-AA97-DADB0C1C1990},854787.015625,7418.30490708047,
312,2022,CDF,SCU,SCENIC,00004548,,,10,1,1,120.4983,{0EF3AA7B-6F57-4B9D-9FFC-07DE6BFD0673},787655.02734375,5501.80102355976,
313,2022,CDF,SCU,CAMINO,00005766,,,14,1,1,19.18303,{57FBF006-8B55-459E-991E-7A86770B5555},124655.86328125,2921.78617193272,
314,2022,CDF,LMU,3-8 DIXON,00004235,,,1,1,1,11.36938,{9CD55A71-5C43-4948-9B7D-36A6375A273E},80933.24609375,2120.06531736143,
315,2022,CDF,LMU,DONICA,00003650,,,10,1,1,129.1635,{5DB2B77C-8085-4DFF-A629-DD551F17ED79},927202.07421875,8290.92466852768,
316,2022,CDF,SCU,EDEN,00006056,,,10,2,1,58.31763,{B30EB267-5479-41E9-9EF7-5DA561FBA553},377637.9453125,4374.40493035568,
317,2022,CDF,BTU,HURLETON,00014352,,,14,1,1,6.635188,{E843FE33-C840-47EB-B2D5-5D21480FB834},45155.359375,888.259253098585,
318,2022,CDF,BDU,HESPERIA,00007816,,,2,3,1,96.88597,{505BB6F4-7641-4483-8C4B-0BCDC1DACDA6},576094.74609375,3879.87219734496,
319,2022,CDF,BTU,BIGGS,00014020,,,2,1,1,15.77412,{97099697-4D69-4119-B387-18CCF082F7AE},107102.11328125,1596.77063393657,
320,2022,CDF,BTU,PINECREST,00011071,,,2,1,1,16.90405,{EB6B509F-595C-41DA-9C2B-90EAE5E24A6A},114914.61328125,1387.75593320723,
321,2022,CDF,BTU,OREGON,00010409,,,7,6,1,14.32328,{6E3F64A7-DC14-458E-A35E-394031412D94},97706.05078125,1653.99933976122,
322,2022,CDF,MMU,FORK,00020128,,,10,3,1,818.4309,{E0E3B572-6D04-49D6-AAD2-E284F35F463C},5231771.578125,19405.3032588764,
323,2022,CDF,MMU,OAK,00016149,,,14,3,1,18957.5,{09A76C17-511F-40B6-A006-8531DF0C33AC},122238621.21875,119368.183111979,
324,2022,CDF,MMU,ROMERO,00013586,,,14,1,1,344.1595,{26624059-2753-42B2-972B-8DB3A128C72D},2192217.84375,10630.910589009,
325,2022,CDF,CZU,EDGEWOOD,00003992,,,11,1,1,20.54839,{26F3249E-BA76-40F4-8223-906A93A115DA},132200.9921875,2399.99839115653,
326,2022,CDF,MMU,AGUA,00015784,,,10,2,1,396.7744,{CDBAB21B-3583-4590-8F24-721FB1974136},2554645.453125,15351.4862492227,
327,2022,CDF,HUU,CANYON,00008598,,,14,1,1,17.09855,{516AC944-E271-49D6-805D-BDA8CDA1D684},118595.98046875,1704.67996733998,
328,2022,CDF,HUU,MCCOVEY,00008366,,,14,2,1,28.42003,{9406147B-63E6-48B7-BC12-E1588B4B3917},204958.15625,2548.34874043165,
329,2022,CDF,HUU,RANCH,00008372,,,14,2,1,26.31805,{59F0F10E-DEC0-43F7-BE65-626AE01EC2B1},189830.93359375,2197.9424261488,
330,2022,CDF,TGU,FORWARD,00010762,,,10,3,1,159.9855,{89B5B969-FF2E-4F9B-BEC2-162995989EEE},1118952.5234375,6372.6832896771,
331,2022,CDF,TGU,RAINBOW,00008462,,,7,1,1,66.32885,{BC5E0771-1261-41B5-B147-6F19AE2E4CE5},458162.72265625,4725.08316149068,
332,2022,CDF,CZU,PIGEON,00006638,,,9,1,1,14.82357,{51465719-88BE-457C-94C1-E56F6034DA2C},94697.49609375,1702.78943665342,
333,2022,CDF,SCU,BARRY,00006668,,,9,1,1,40.30602,{61BE97E5-48ED-41A9-A4FB-5BE8B81E4A35},263157.0546875,2493.86424396481,
334,2022,CDF,SCU,FRANKLIN,00006643,,,10,1,1,50.12971,{F80B83DD-4B3A-47DC-B4A1-504983E8BC6A},327300.6328125,4258.30312310426,
335,2022,CDF,BTU,EVITA,00008665,,,14,1,1,17.2802,{365E0085-400A-4326-A948-B7B4B1115284},117280.0078125,1511.59899176146,
336,2022,CDF,BTU,NELSON,00016458,,,14,1,1,33.07443,{AF2EAD79-39F0-4987-BD42-37EE029819F1},225256.796875,2644.58777021358,
337,2022,CDF,BDU,PLEASANT,00015212,,,10,3,1,49.56956,{CEA4951C-23A4-4AC2-98F3-715E531A4862},318312.8359375,2329.83284292641,
338,2022,CDF,AEU,NELDA,00014719,,,14,1,1,28.99773,{8B20DD33-5C6B-401E-A78B-2D70F87C4443},190812.3828125,2156.19923019553,
339,2022,CDF,AEU,LATROBE,00014041,,,2,1,1,26.74845,{1D6A7EF4-0E27-4AE4-8258-4BA0A314617C},177734.03125,1948.66529906878,
340,2022,CDF,AEU,GRANT,00018987,,,7,1,1,73.11472,{F365D727-5C92-4AAF-9669-6A98F1811E38},484595.4921875,3724.18169504483,
341,2022,CDF,AEU,ELECTRA,00017769,,,14,1,1,4466.222,{984CC819-3E50-4361-9028-C04AC66C5230},29423771.015625,46575.6940056728,
342,2022,CDF,AEU,COAL,00021865,,,7,1,1,16.74895,{9C9AF077-0AB2-47AB-8D40-0636E9E4C165},110123.5234375,1747.65286131599,
343,2022,CDF,LMU,SPLAWN,00005698,,,14,1,1,7.118451,{F06B3816-2140-4B4F-9F01-0D793F650F80},50963.953125,1493.93231244436,
344,2022,CDF,HUU,SYLVANDALE,00010025,,,14,1,1,21.17796,{1EF4FA50-95E2-4661-8903-B7DCECD08BCA},146996.171875,2062.32492718301,
345,2022,CDF,BTU,VALE,00018201,,,2,1,1,27.99138,{347BB8DE-0EE8-445F-9B96-7FB7F1968C53},190517.19140625,1766.29123922162,
346,2022,CDF,BTU,NELSON,00018021,,,2,1,1,60.11403,{CCC40D03-00EC-418A-9C51-4CE25152FCBB},409988.5234375,2653.02710648333,
347,2022,CDF,MEU,NOME,00007558,,,9,1,1,16.68011,{FC70D774-F4CC-49F7-9DB5-727B4B0203E8},114579.2890625,2118.48917415202,
348,2022,CDF,MEU,OWENS,00005469,,,9,1,1,34.01559,{8FCBA019-908E-4085-8BCF-5E0CD2354B97},227421.6796875,2672.05010346809,
349,2022,CDF,MEU,BELL,00008035,,,2,1,1,42.91696,{DDEF9516-2665-42C5-A802-D6ACE50D6612},295281.66796875,2944.75450839382,
350,2022,CDF,MEU,WALKER,00010062,,,10,4,1,123.3361,{14620D4A-3D6E-4CAD-BE96-754458B8EF94},836150.68359375,6584.83691485137,
